npoin  nele  nsec npfix  nlod   nstr
 2500  4800     1    50     3      1
  sec               t               E              po           alpha           gamma        gkh        gkv
    1   5.0000000e+01   3.2500000e+08   2.0000000e-01   1.0000000e-05   2.4000000e+01      0.000      1.000
 node               x               y              fx              fy          deltaT   kox   koy
 1651   0.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1652   1.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1653   2.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1654   3.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1655   4.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1656   5.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1657   6.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1658   7.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1659   8.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1660   9.0000000e+00   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1661   1.0000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1662   1.1000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1663   1.2000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1664   1.3000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1665   1.4000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1666   1.5000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1667   1.6000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1668   1.7000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1669   1.8000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1670   1.9000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1671   2.0000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1672   2.1000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1673   2.2000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1674   2.3000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1675   2.4000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1676   2.5000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1677   2.6000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1678   2.7000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1679   2.8000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1680   2.9000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1681   3.0000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1682   3.1000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1683   3.2000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1684   3.3000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1685   3.4000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1686   3.5000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1687   3.6000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1688   3.7000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1689   3.8000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1690   3.9000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1691   4.0000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1692   4.1000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1693   4.2000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1694   4.3000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1695   4.4000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1696   4.5000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1697   4.6000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1698   4.7000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1699   4.8000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1700   4.9000000e+01   3.3000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1701   0.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1702   1.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1703   2.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1704   3.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1705   4.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1706   5.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1707   6.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1708   7.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1709   8.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1710   9.0000000e+00   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1711   1.0000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1712   1.1000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1713   1.2000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1714   1.3000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1715   1.4000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1716   1.5000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1717   1.6000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1718   1.7000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1719   1.8000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1720   1.9000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1721   2.0000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1722   2.1000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1723   2.2000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1724   2.3000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1725   2.4000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1726   2.5000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1727   2.6000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1728   2.7000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1729   2.8000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1730   2.9000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1731   3.0000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1732   3.1000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1733   3.2000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1734   3.3000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1735   3.4000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1736   3.5000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1737   3.6000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1738   3.7000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1739   3.8000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1740   3.9000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1741   4.0000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1742   4.1000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1743   4.2000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1744   4.3000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1745   4.4000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1746   4.5000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1747   4.6000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1748   4.7000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1749   4.8000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1750   4.9000000e+01   3.4000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1751   0.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1752   1.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1753   2.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1754   3.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1755   4.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1756   5.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1757   6.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1758   7.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1759   8.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1760   9.0000000e+00   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1761   1.0000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1762   1.1000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1763   1.2000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1764   1.3000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1765   1.4000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1766   1.5000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1767   1.6000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1768   1.7000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1769   1.8000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1770   1.9000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1771   2.0000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1772   2.1000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1773   2.2000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1774   2.3000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1775   2.4000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1776   2.5000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1777   2.6000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1778   2.7000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1779   2.8000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1780   2.9000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1781   3.0000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1782   3.1000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1783   3.2000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1784   3.3000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1785   3.4000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1786   3.5000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1787   3.6000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1788   3.7000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1789   3.8000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1790   3.9000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1791   4.0000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1792   4.1000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1793   4.2000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1794   4.3000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1795   4.4000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1796   4.5000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1797   4.6000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1798   4.7000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1799   4.8000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1800   4.9000000e+01   3.5000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1801   0.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1802   1.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1803   2.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1804   3.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1805   4.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1806   5.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1807   6.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1808   7.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1809   8.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1810   9.0000000e+00   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1811   1.0000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1812   1.1000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1813   1.2000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1814   1.3000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1815   1.4000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1816   1.5000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1817   1.6000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1818   1.7000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1819   1.8000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1820   1.9000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1821   2.0000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1822   2.1000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1823   2.2000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1824   2.3000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1825   2.4000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1826   2.5000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1827   2.6000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1828   2.7000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1829   2.8000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1830   2.9000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1831   3.0000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1832   3.1000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1833   3.2000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1834   3.3000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1835   3.4000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1836   3.5000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1837   3.6000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1838   3.7000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1839   3.8000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1840   3.9000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1841   4.0000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1842   4.1000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1843   4.2000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1844   4.3000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1845   4.4000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1846   4.5000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1847   4.6000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1848   4.7000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1849   4.8000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1850   4.9000000e+01   3.6000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1851   0.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1852   1.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1853   2.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1854   3.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1855   4.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1856   5.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1857   6.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1858   7.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1859   8.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1860   9.0000000e+00   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1861   1.0000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1862   1.1000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1863   1.2000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1864   1.3000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1865   1.4000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1866   1.5000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1867   1.6000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1868   1.7000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1869   1.8000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1870   1.9000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1871   2.0000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1872   2.1000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1873   2.2000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1874   2.3000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1875   2.4000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1876   2.5000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1877   2.6000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1878   2.7000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1879   2.8000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1880   2.9000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1881   3.0000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1882   3.1000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1883   3.2000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1884   3.3000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1885   3.4000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1886   3.5000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1887   3.6000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1888   3.7000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1889   3.8000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1890   3.9000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1891   4.0000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1892   4.1000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1893   4.2000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1894   4.3000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1895   4.4000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1896   4.5000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1897   4.6000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1898   4.7000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1899   4.8000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1900   4.9000000e+01   3.7000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1901   0.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1902   1.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1903   2.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1904   3.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1905   4.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1906   5.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1907   6.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1908   7.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1909   8.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1910   9.0000000e+00   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
 1911   1.0000000e+01   3.8000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
