npoin  nele  nsec npfix  nlod   nstr
 2500  4800     1    50     3      1
  sec               t               E              po           alpha           gamma        gkh        gkv
    1   5.0000000e+01   3.2500000e+08   2.0000000e-01   1.0000000e-05   2.4000000e+01      0.000      1.000
 node               x               y              fx              fy          deltaT   kox   koy
 1831  -5.8997155e-07   8.2285875e-05
 1832  -8.0915791e-07   8.2228982e-05
 1833  -1.0248999e-06   8.2170366e-05
 1834  -1.2396339e-06   8.2098586e-05
 1835  -1.4525932e-06   8.2018096e-05
 1836  -1.6644572e-06   8.1925902e-05
 1837  -1.8756201e-06   8.1819463e-05
 1838  -2.0852798e-06   8.1712744e-05
 1839  -2.2918787e-06   8.1584043e-05
 1840  -2.4955321e-06   8.1446337e-05
 1841  -2.6964743e-06   8.1294059e-05
 1842  -2.8957964e-06   8.1121936e-05
 1843  -3.0933184e-06   8.0933454e-05
 1844  -3.2876069e-06   8.0727038e-05
 1845  -3.4800969e-06   8.0500580e-05
 1846  -3.6708949e-06   8.0257207e-05
 1847  -3.8591713e-06   7.9990816e-05
 1848  -4.0467133e-06   7.9696101e-05
 1849  -4.2334375e-06   7.9374695e-05
 1850  -4.4174571e-06   7.9032801e-05
 1851   5.3299934e-06   8.0656441e-05
 1852   5.1591707e-06   8.0980305e-05
 1853   4.9873017e-06   8.1269151e-05
 1854   4.8142004e-06   8.1533847e-05
 1855   4.6390320e-06   8.1776534e-05
 1856   4.4625151e-06   8.1993829e-05
 1857   4.2839986e-06   8.2192173e-05
 1858   4.1024315e-06   8.2371773e-05
 1859   3.9198810e-06   8.2532031e-05
 1860   3.7352476e-06   8.2676580e-05
 1861   3.5476355e-06   8.2805072e-05
 1862   3.3569790e-06   8.2921419e-05
 1863   3.1647922e-06   8.3020606e-05
 1864   2.9700927e-06   8.3100784e-05
 1865   2.7737890e-06   8.3175834e-05
 1866   2.5759794e-06   8.3240699e-05
 1867   2.3762343e-06   8.3293330e-05
 1868   2.1739835e-06   8.3336740e-05
 1869   1.9719708e-06   8.3368839e-05
 1870   1.7673730e-06   8.3396802e-05
 1871   1.5625621e-06   8.3417464e-05
 1872   1.3578672e-06   8.3430533e-05
 1873   1.1508867e-06   8.3434963e-05
 1874   9.4346996e-07   8.3424455e-05
 1875   7.3513328e-07   8.3420976e-05
 1876   5.2971161e-07   8.3402980e-05
 1877   3.2361628e-07   8.3386739e-05
 1878   1.1764157e-07   8.3358204e-05
 1879  -8.8190884e-08   8.3323952e-05
 1880  -2.9402879e-07   8.3284017e-05
 1881  -4.9866376e-07   8.3233444e-05
 1882  -7.0232797e-07   8.3176909e-05
 1883  -9.0565764e-07   8.3112713e-05
 1884  -1.1063817e-06   8.3038441e-05
 1885  -1.3054021e-06   8.2955908e-05
 1886  -1.5035412e-06   8.2863058e-05
 1887  -1.7010439e-06   8.2761939e-05
 1888  -1.8950377e-06   8.2645308e-05
 1889  -2.0866123e-06   8.2509641e-05
 1890  -2.2761159e-06   8.2366772e-05
 1891  -2.4631993e-06   8.2209784e-05
 1892  -2.6482298e-06   8.2034915e-05
 1893  -2.8318535e-06   8.1843326e-05
 1894  -3.0115870e-06   8.1630840e-05
 1895  -3.1907082e-06   8.1403158e-05
 1896  -3.3671413e-06   8.1155189e-05
 1897  -3.5409384e-06   8.0884953e-05
 1898  -3.7149297e-06   8.0589872e-05
 1899  -3.8877246e-06   8.0261905e-05
 1900  -4.0605734e-06   7.9921251e-05
 1901   5.0006124e-06   8.1489162e-05
 1902   4.8426402e-06   8.1804051e-05
 1903   4.6851719e-06   8.2092298e-05
 1904   4.5264130e-06   8.2360301e-05
 1905   4.3654702e-06   8.2605617e-05
 1906   4.2026830e-06   8.2824315e-05
 1907   4.0386110e-06   8.3027800e-05
 1908   3.8713267e-06   8.3208928e-05
 1909   3.7027509e-06   8.3371151e-05
 1910   3.5320236e-06   8.3520476e-05
 1911   3.3577133e-06   8.3653850e-05
 1912   3.1812439e-06   8.3767868e-05
 1913   3.0047447e-06   8.3865013e-05
 1914   2.8249736e-06   8.3956869e-05
 1915   2.6429398e-06   8.4036020e-05
 1916   2.4588769e-06   8.4103655e-05
 1917   2.2730170e-06   8.4158538e-05
 1918   2.0870468e-06   8.4207386e-05
 1919   1.8965637e-06   8.4236037e-05
 1920   1.7062467e-06   8.4269488e-05
 1921   1.5150304e-06   8.4290492e-05
 1922   1.3238321e-06   8.4303614e-05
 1923   1.1332926e-06   8.4314575e-05
 1924   9.3872124e-07   8.4307660e-05
 1925   7.4500901e-07   8.4297627e-05
 1926   5.5206438e-07   8.4282741e-05
 1927   3.5906970e-07   8.4261482e-05
 1928   1.6702024e-07   8.4231485e-05
 1929  -2.4676492e-08   8.4198073e-05
 1930  -2.1645737e-07   8.4157459e-05
 1931  -4.0748680e-07   8.4104264e-05
 1932  -5.9685275e-07   8.4048062e-05
 1933  -7.8601003e-07   8.3980221e-05
 1934  -9.7280222e-07   8.3902325e-05
 1935  -1.1580096e-06   8.3818629e-05
 1936  -1.3427617e-06   8.3724496e-05
 1937  -1.5252131e-06   8.3614599e-05
 1938  -1.7030263e-06   8.3489329e-05
 1939  -1.8809676e-06   8.3358844e-05
 1940  -2.0566793e-06   8.3213731e-05
 1941  -2.2301815e-06   8.3053358e-05
 1942  -2.4014681e-06   8.2874735e-05
 1943  -2.5691460e-06   8.2682637e-05
 1944  -2.7366719e-06   8.2461597e-05
 1945  -2.9017307e-06   8.2234570e-05
 1946  -3.0645674e-06   8.1982786e-05
 1947  -3.2248460e-06   8.1709181e-05
 1948  -3.3825385e-06   8.1417967e-05
 1949  -3.5428068e-06   8.1091763e-05
 1950  -3.7019328e-06   8.0744262e-05
 1951   4.6763657e-06   8.2252821e-05
 1952   4.5316277e-06   8.2559271e-05
 1953   4.3857806e-06   8.2844863e-05
 1954   4.2389422e-06   8.3117095e-05
 1955   4.0928680e-06   8.3365875e-05
 1956   3.9446755e-06   8.3581283e-05
 1957   3.7937465e-06   8.3793248e-05
 1958   3.6424326e-06   8.3973769e-05
 1959   3.4871213e-06   8.4136388e-05
 1960   3.3294062e-06   8.4291965e-05
 1961   3.1711320e-06   8.4430411e-05
 1962   3.0097240e-06   8.4540950e-05
 1963   2.8446825e-06   8.4649021e-05
 1964   2.6784584e-06   8.4738602e-05
 1965   2.5115835e-06   8.4821092e-05
 1966   2.3413170e-06   8.4892557e-05
 1967   2.1685964e-06   8.4947160e-05
 1968   1.9967242e-06   8.4989165e-05
 1969   1.8233286e-06   8.5038777e-05
 1970   1.6464691e-06   8.5067940e-05
 1971   1.4679962e-06   8.5087878e-05
 1972   1.2898282e-06   8.5098710e-05
 1973   1.1132120e-06   8.5104898e-05
 1974   9.3404518e-07   8.5112980e-05
 1975   7.5494230e-07   8.5097202e-05
 1976   5.7538255e-07   8.5086214e-05
 1977   3.9670707e-07   8.5060353e-05
 1978   2.1723549e-07   8.5027225e-05
 1979   3.7674168e-08   8.4996324e-05
 1980  -1.3943280e-07   8.4956556e-05
 1981  -3.1570610e-07   8.4896679e-05
 1982  -4.9253208e-07   8.4844965e-05
 1983  -6.6560458e-07   8.4771854e-05
 1984  -8.3893487e-07   8.4689455e-05
 1985  -1.0116176e-06   8.4606859e-05
 1986  -1.1807058e-06   8.4512132e-05
 1987  -1.3475580e-06   8.4392982e-05
 1988  -1.5148003e-06   8.4273186e-05
 1989  -1.6788118e-06   8.4134738e-05
 1990  -1.8392509e-06   8.3987182e-05
 1991  -1.9988869e-06   8.3825106e-05
 1992  -2.1567215e-06   8.3640895e-05
 1993  -2.3096267e-06   8.3436908e-05
 1994  -2.4615093e-06   8.3232010e-05
 1995  -2.6124716e-06   8.2996546e-05
 1996  -2.7620855e-06   8.2740173e-05
 1997  -2.9088552e-06   8.2461453e-05
 1998  -3.0521118e-06   8.2163496e-05
 1999  -3.1969313e-06   8.1851373e-05
 2000  -3.3408935e-06   8.1497153e-05
 2001   4.3473644e-06   8.2921102e-05
 2002   4.2177158e-06   8.3244308e-05
 2003   4.0856958e-06   8.3540117e-05
 2004   3.9536061e-06   8.3803491e-05
 2005   3.8213330e-06   8.4044053e-05
 2006   3.6871488e-06   8.4276608e-05
 2007   3.5520937e-06   8.4475009e-05
 2008   3.4141310e-06   8.4666702e-05
 2009   3.2728110e-06   8.4841460e-05
 2010   3.1294348e-06   8.4990303e-05
 2011   2.9850815e-06   8.5122106e-05
 2012   2.8390934e-06   8.5252505e-05
 2013   2.6889700e-06   8.5360993e-05
 2014   2.5362325e-06   8.5443685e-05
 2015   2.3815521e-06   8.5531884e-05
 2016   2.2258674e-06   8.5608995e-05
 2017   2.0692298e-06   8.5660875e-05
 2018   1.9081904e-06   8.5705573e-05
 2019   1.7470172e-06   8.5754160e-05
 2020   1.5860726e-06   8.5790591e-05
 2021   1.4226141e-06   8.5809601e-05
 2022   1.2585845e-06   8.5816352e-05
 2023   1.0921674e-06   8.5832328e-05
 2024   9.2910288e-07   8.5831301e-05
 2025   7.6260893e-07   8.5816169e-05
 2026   5.9683455e-07   8.5800369e-05
 2027   4.3191610e-07   8.5783462e-05
 2028   2.6579172e-07   8.5759357e-05
 2029   1.0074011e-07   8.5718475e-05
 2030  -6.2599073e-08   8.5668544e-05
 2031  -2.2591022e-07   8.5622988e-05
 2032  -3.8633007e-07   8.5554264e-05
 2033  -5.4703823e-07   8.5488414e-05
 2034  -7.0751146e-07   8.5413829e-05
 2035  -8.6523901e-07   8.5319862e-05
 2036  -1.0198417e-06   8.5213707e-05
 2037  -1.1730334e-06   8.5109376e-05
 2038  -1.3251702e-06   8.4984901e-05
 2039  -1.4747736e-06   8.4834478e-05
 2040  -1.6232007e-06   8.4687786e-05
 2041  -1.7684761e-06   8.4526472e-05
 2042  -1.9096735e-06   8.4334649e-05
 2043  -2.0515315e-06   8.4129153e-05
 2044  -2.1906218e-06   8.3919183e-05
 2045  -2.3258273e-06   8.3687299e-05
 2046  -2.4598376e-06   8.3426873e-05
 2047  -2.5917884e-06   8.3141750e-05
 2048  -2.7242055e-06   8.2852363e-05
 2049  -2.8515571e-06   8.2530689e-05
 2050  -2.9829134e-06   8.2175820e-05
 2051   4.0199561e-06   8.3546121e-05
 2052   3.9034570e-06   8.3860938e-05
 2053   3.7883270e-06   8.4151999e-05
 2054   3.6719791e-06   8.4419257e-05
 2055   3.5525653e-06   8.4662500e-05
 2056   3.4333241e-06   8.4889439e-05
 2057   3.3112231e-06   8.5096489e-05
 2058   3.1862757e-06   8.5287606e-05
 2059   3.0606143e-06   8.5460995e-05
 2060   2.9323841e-06   8.5615843e-05
 2061   2.8001051e-06   8.5751663e-05
 2062   2.6673579e-06   8.5877042e-05
 2063   2.5332540e-06   8.5987505e-05
 2064   2.3945821e-06   8.6083830e-05
 2065   2.2528484e-06   8.6167960e-05
 2066   2.1130264e-06   8.6239560e-05
 2067   1.9686390e-06   8.6299373e-05
 2068   1.8207600e-06   8.6357682e-05
 2069   1.6734500e-06   8.6394581e-05
 2070   1.5268250e-06   8.6424010e-05
 2071   1.3790064e-06   8.6457797e-05
 2072   1.2259689e-06   8.6468167e-05
 2073   1.0747732e-06   8.6470799e-05
 2074   9.2389261e-07   8.6476182e-05
 2075   7.7208603e-07   8.6472192e-05
 2076   6.1948827e-07   8.6451936e-05
 2077   4.6657430e-07   8.6430830e-05
 2078   3.1545275e-07   8.6402634e-05
 2079   1.6477915e-07   8.6364910e-05
 2080   1.3284995e-08   8.6316151e-05
 2081  -1.3536559e-07   8.6262650e-05
 2082  -2.8375875e-07   8.6199727e-05
 2083  -4.3160289e-07   8.6130007e-05
 2084  -5.7636183e-07   8.6050191e-05
 2085  -7.1953571e-07   8.5958137e-05
 2086  -8.6250931e-07   8.5851987e-05
 2087  -1.0017328e-06   8.5738298e-05
 2088  -1.1378752e-06   8.5611222e-05
 2089  -1.2743241e-06   8.5470044e-05
 2090  -1.4093500e-06   8.5315018e-05
 2091  -1.5380677e-06   8.5143768e-05
 2092  -1.6672418e-06   8.4955902e-05
 2093  -1.7965512e-06   8.4760272e-05
 2094  -1.9206606e-06   8.4535008e-05
 2095  -2.0406592e-06   8.4292905e-05
 2096  -2.1592950e-06   8.4044734e-05
 2097  -2.2799833e-06   8.3761423e-05
 2098  -2.3966298e-06   8.3457671e-05
 2099  -2.5113330e-06   8.3143469e-05
 2100  -2.6255588e-06   8.2809465e-05
 2101   3.6980645e-06   8.4100225e-05
 2102   3.5953960e-06   8.4406963e-05
 2103   3.4944613e-06   8.4693529e-05
 2104   3.3924024e-06   8.4965592e-05
 2105   3.2886608e-06   8.5207391e-05
 2106   3.1821986e-06   8.5431614e-05
 2107   3.0725386e-06   8.5645814e-05
 2108   2.9622116e-06   8.5835625e-05
 2109   2.8509537e-06   8.6008190e-05
 2110   2.7370942e-06   8.6170169e-05
 2111   2.6200948e-06   8.6305948e-05
 2112   2.4999868e-06   8.6428057e-05
 2113   2.3776986e-06   8.6540918e-05
 2114   2.2534125e-06   8.6649858e-05
 2115   2.1275024e-06   8.6728650e-05
 2116   1.9998562e-06   8.6795686e-05
 2117   1.8708272e-06   8.6875720e-05
 2118   1.7389270e-06   8.6922747e-05
 2119   1.6037950e-06   8.6959146e-05
 2120   1.4666745e-06   8.6993759e-05
 2121   1.3325598e-06   8.7018893e-05
 2122   1.1960424e-06   8.7044320e-05
 2123   1.0579288e-06   8.7045169e-05
 2124   9.1912208e-07   8.7046642e-05
 2125   7.8081091e-07   8.7039606e-05
 2126   6.4159266e-07   8.7025337e-05
 2127   5.0168902e-07   8.7001738e-05
 2128   3.6389267e-07   8.6970519e-05
 2129   2.2661653e-07   8.6937293e-05
 2130   8.9992060e-08   8.6885905e-05
 2131  -4.6451300e-08   8.6827917e-05
 2132  -1.8314815e-07   8.6769648e-05
 2133  -3.1685306e-07   8.6695789e-05
 2134  -4.4762461e-07   8.6611994e-05
 2135  -5.7703814e-07   8.6523542e-05
 2136  -7.0469408e-07   8.6413605e-05
 2137  -8.3100448e-07   8.6293010e-05
 2138  -9.5546455e-07   8.6164646e-05
 2139  -1.0781164e-06   8.6032291e-05
 2140  -1.1968670e-06   8.5867998e-05
 2141  -1.3130391e-06   8.5688622e-05
 2142  -1.4274393e-06   8.5517576e-05
 2143  -1.5393310e-06   8.5307054e-05
 2144  -1.6506861e-06   8.5078287e-05
 2145  -1.7609696e-06   8.4838947e-05
 2146  -1.8649171e-06   8.4579905e-05
 2147  -1.9688678e-06   8.4310271e-05
 2148  -2.0720570e-06   8.4004046e-05
 2149  -2.1749874e-06   8.3685951e-05
 2150  -2.2767024e-06   8.3346083e-05
 2151   3.3822870e-06   8.4584814e-05
 2152   3.2937968e-06   8.4881652e-05
 2153   3.2042731e-06   8.5162257e-05
 2154   3.1150191e-06   8.5428453e-05
 2155   3.0257061e-06   8.5680247e-05
 2156   2.9337055e-06   8.5914989e-05
 2157   2.8397039e-06   8.6124918e-05
 2158   2.7439138e-06   8.6310968e-05
 2159   2.6444377e-06   8.6480881e-05
 2160   2.5436910e-06   8.6639232e-05
 2161   2.4417517e-06   8.6786630e-05
 2162   2.3362669e-06   8.6920149e-05
 2163   2.2272680e-06   8.7032836e-05
 2164   2.1185505e-06   8.7131503e-05
 2165   2.0060305e-06   8.7215480e-05
 2166   1.8886982e-06   8.7284443e-05
 2167   1.7722438e-06   8.7352923e-05
 2168   1.6558465e-06   8.7413164e-05
 2169   1.5352245e-06   8.7462499e-05
 2170   1.4123068e-06   8.7488034e-05
 2171   1.2887829e-06   8.7517618e-05
 2172   1.1666295e-06   8.7534407e-05
 2173   1.0415404e-06   8.7540868e-05
 2174   9.1595382e-07   8.7541599e-05
 2175   7.8969112e-07   8.7531393e-05
 2176   6.6195027e-07   8.7524230e-05
 2177   5.3704831e-07   8.7496303e-05
 2178   4.1086246e-07   8.7460813e-05
 2179   2.8608596e-07   8.7421976e-05
 2180   1.6294719e-07   8.7379813e-05
 2181   3.9605875e-08   8.7330710e-05
 2182  -8.2245774e-08   8.7266218e-05
 2183  -2.0185374e-07   8.7186229e-05
 2184  -3.2102816e-07   8.7097159e-05
 2185  -4.3749960e-07   8.7002171e-05
 2186  -5.5121326e-07   8.6900644e-05
 2187  -6.6393627e-07   8.6788248e-05
 2188  -7.7511621e-07   8.6656607e-05
 2189  -8.8106953e-07   8.6510574e-05
 2190  -9.8623487e-07   8.6348278e-05
 2191  -1.0916416e-06   8.6167838e-05
 2192  -1.1921714e-06   8.5982100e-05
 2193  -1.2887341e-06   8.5782027e-05
 2194  -1.3854622e-06   8.5563805e-05
 2195  -1.4803271e-06   8.5312946e-05
 2196  -1.5726683e-06   8.5056753e-05
 2197  -1.6606100e-06   8.4777187e-05
 2198  -1.7492822e-06   8.4476388e-05
 2199  -1.8370157e-06   8.4157939e-05
 2200  -1.9261847e-06   8.3812137e-05
 2201   3.0659620e-06   8.4972817e-05
 2202   2.9923501e-06   8.5284024e-05
 2203   2.9178113e-06   8.5573831e-05
 2204   2.8424254e-06   8.5833837e-05
 2205   2.7654440e-06   8.6081004e-05
 2206   2.6882640e-06   8.6312100e-05
 2207   2.6098564e-06   8.6517578e-05
 2208   2.5282297e-06   8.6713818e-05
 2209   2.4438195e-06   8.6895185e-05
 2210   2.3561694e-06   8.7049670e-05
 2211   2.2658921e-06   8.7193955e-05
 2212   2.1745811e-06   8.7325240e-05
 2213   2.0813467e-06   8.7434587e-05
 2214   1.9848569e-06   8.7539916e-05
 2215   1.8863288e-06   8.7629826e-05
 2216   1.7840109e-06   8.7710543e-05
 2217   1.6797762e-06   8.7770678e-05
 2218   1.5748973e-06   8.7828946e-05
 2219   1.4683362e-06   8.7879831e-05
 2220   1.3580103e-06   8.7902843e-05
 2221   1.2476164e-06   8.7926974e-05
 2222   1.1372312e-06   8.7949804e-05
 2223   1.0255431e-06   8.7960420e-05
 2224   9.1188896e-07   8.7963030e-05
 2225   7.9693705e-07   8.7959443e-05
 2226   6.8500684e-07   8.7935997e-05
 2227   5.7170461e-07   8.7915620e-05
 2228   4.5851637e-07   8.7889618e-05
 2229   3.4551013e-07   8.7845383e-05
 2230   2.3316340e-07   8.7798322e-05
 2231   1.2351116e-07   8.7744460e-05
 2232   1.6238288e-08   8.7673874e-05
 2233  -9.0693158e-08   8.7601855e-05
 2234  -1.9628717e-07   8.7521733e-05
 2235  -3.0023348e-07   8.7420582e-05
 2236  -4.0232652e-07   8.7313469e-05
 2237  -5.0069514e-07   8.7196111e-05
 2238  -5.9589593e-07   8.7058240e-05
 2239  -6.8993974e-07   8.6916196e-05
 2240  -7.8110863e-07   8.6757165e-05
 2241  -8.7141695e-07   8.6585936e-05
 2242  -9.5863972e-07   8.6389288e-05
 2243  -1.0423294e-06   8.6184907e-05
 2244  -1.1236842e-06   8.5966044e-05
 2245  -1.2046408e-06   8.5710531e-05
 2246  -1.2825397e-06   8.5447243e-05
 2247  -1.3576002e-06   8.5172866e-05
 2248  -1.4313327e-06   8.4876073e-05
 2249  -1.5048440e-06   8.4561283e-05
 2250  -1.5775869e-06   8.4233934e-05
 2251   2.7516866e-06   8.5316834e-05
 2252   2.6918822e-06   8.5615456e-05
 2253   2.6345569e-06   8.5900799e-05
 2254   2.5738798e-06   8.6165352e-05
 2255   2.5114351e-06   8.6408491e-05
 2256   2.4494148e-06   8.6639340e-05
 2257   2.3832918e-06   8.6851170e-05
 2258   2.3147572e-06   8.7043550e-05
 2259   2.2460062e-06   8.7224389e-05
 2260   2.1725526e-06   8.7385537e-05
 2261   2.0963163e-06   8.7527125e-05
 2262   2.0197115e-06   8.7659072e-05
 2263   1.9384134e-06   8.7775286e-05
 2264   1.8546290e-06   8.7876126e-05
 2265   1.7696618e-06   8.7968690e-05
 2266   1.6812427e-06   8.8049828e-05
 2267   1.5895761e-06   8.8111061e-05
 2268   1.4974233e-06   8.8168752e-05
 2269   1.4040981e-06   8.8213597e-05
 2270   1.3079730e-06   8.8254188e-05
 2271   1.2095254e-06   8.8274190e-05
 2272   1.1100240e-06   8.8292400e-05
 2273   1.0100441e-06   8.8304750e-05
 2274   9.0856939e-07   8.8308813e-05
 2275   8.0746849e-07   8.8300438e-05
 2276   7.0599577e-07   8.8284322e-05
 2277   6.0374998e-07   8.8259497e-05
 2278   5.0414045e-07   8.8231505e-05
 2279   4.0330799e-07   8.8192137e-05
 2280   3.0340577e-07   8.8140818e-05
 2281   2.0701382e-07   8.8085657e-05
 2282   1.1027159e-07   8.8019867e-05
 2283   1.5173785e-08   8.7942477e-05
 2284  -7.5840967e-08   8.7859805e-05
 2285  -1.6673304e-07   8.7763083e-05
 2286  -2.5543296e-07   8.7651175e-05
 2287  -3.3948735e-07   8.7532198e-05
 2288  -4.2305375e-07   8.7398975e-05
 2289  -5.0394070e-07   8.7250200e-05
 2290  -5.8088586e-07   8.7091574e-05
 2291  -6.5623715e-07   8.6918484e-05
 2292  -7.2989103e-07   8.6720745e-05
 2293  -7.9936715e-07   8.6513812e-05
 2294  -8.6569663e-07   8.6286942e-05
 2295  -9.3127760e-07   8.6047816e-05
 2296  -9.9530914e-07   8.5778931e-05
 2297  -1.0575745e-06   8.5498917e-05
 2298  -1.1180510e-06   8.5203605e-05
 2299  -1.1787026e-06   8.4890635e-05
 2300  -1.2382519e-06   8.4556729e-05
 2301   2.4464220e-06   8.5590592e-05
 2302   2.4017794e-06   8.5871596e-05
 2303   2.3559877e-06   8.6157316e-05
 2304   2.3098024e-06   8.6425833e-05
 2305   2.2626244e-06   8.6660872e-05
 2306   2.2129110e-06   8.6895917e-05
 2307   2.1614753e-06   8.7113316e-05
 2308   2.1081951e-06   8.7297731e-05
 2309   2.0519559e-06   8.7482565e-05
 2310   1.9934771e-06   8.7649632e-05
 2311   1.9323424e-06   8.7784315e-05
 2312   1.8677902e-06   8.7921108e-05
 2313   1.8006720e-06   8.8043178e-05
 2314   1.7310530e-06   8.8136436e-05
 2315   1.6579256e-06   8.8233512e-05
 2316   1.5829783e-06   8.8318371e-05
 2317   1.5052504e-06   8.8373970e-05
 2318   1.4246250e-06   8.8435374e-05
 2319   1.3419244e-06   8.8486800e-05
 2320   1.2599741e-06   8.8518965e-05
 2321   1.1734732e-06   8.8544381e-05
 2322   1.0849176e-06   8.8559651e-05
 2323   9.9509079e-07   8.8574803e-05
 2324   9.0657964e-07   8.8580636e-05
 2325   8.1744465e-07   8.8566910e-05
 2326   7.2621185e-07   8.8558849e-05
 2327   6.3686071e-07   8.8525806e-05
 2328   5.4722865e-07   8.8500404e-05
 2329   4.5874467e-07   8.8465342e-05
 2330   3.7179317e-07   8.8406095e-05
 2331   2.8547124e-07   8.8354032e-05
 2332   2.0115722e-07   8.8292328e-05
 2333   1.1951808e-07   8.8205909e-05
 2334   3.9323005e-08   8.8125441e-05
 2335  -3.8109957e-08   8.8032710e-05
 2336  -1.1251174e-07   8.7912233e-05
 2337  -1.8518342e-07   8.7796187e-05
 2338  -2.5482441e-07   8.7666913e-05
 2339  -3.2090253e-07   8.7508543e-05
 2340  -3.8527797e-07   8.7352617e-05
 2341  -4.4598953e-07   8.7181537e-05
 2342  -5.0380231e-07   8.6975970e-05
 2343  -5.5996108e-07   8.6771297e-05
 2344  -6.1366994e-07   8.6549880e-05
 2345  -6.6209939e-07   8.6300379e-05
 2346  -7.1164015e-07   8.6035993e-05
 2347  -7.6023533e-07   8.5752117e-05
 2348  -8.0776840e-07   8.5459568e-05
 2349  -8.5185756e-07   8.5148541e-05
 2350  -8.9671908e-07   8.4805042e-05
 2351   2.1462584e-06   8.5770507e-05
 2352   2.1142660e-06   8.6063313e-05
 2353   2.0808935e-06   8.6341749e-05
 2354   2.0503978e-06   8.6603575e-05
 2355   2.0170053e-06   8.6850483e-05
 2356   1.9804520e-06   8.7080306e-05
 2357   1.9451492e-06   8.7292283e-05
 2358   1.9060345e-06   8.7488913e-05
 2359   1.8630005e-06   8.7668500e-05
 2360   1.8204310e-06   8.7830475e-05
 2361   1.7732778e-06   8.7977969e-05
 2362   1.7213999e-06   8.8110086e-05
 2363   1.6694865e-06   8.8227176e-05
 2364   1.6128647e-06   8.8332590e-05
 2365   1.5516666e-06   8.8424707e-05
 2366   1.4907483e-06   8.8503812e-05
 2367   1.4253834e-06   8.8572022e-05
 2368   1.3556741e-06   8.8628633e-05
 2369   1.2868601e-06   8.8673860e-05
 2370   1.2139843e-06   8.8708670e-05
 2371   1.1384663e-06   8.8741162e-05
 2372   1.0608880e-06   8.8764827e-05
 2373   9.8279361e-07   8.8770282e-05
 2374   9.0522863e-07   8.8767541e-05
 2375   8.2662385e-07   8.8768967e-05
 2376   7.4854279e-07   8.8749985e-05
 2377   6.6873132e-07   8.8726989e-05
 2378   5.8862257e-07   8.8695713e-05
 2379   5.1254876e-07   8.8654700e-05
 2380   4.3628293e-07   8.8606401e-05
 2381   3.6015986e-07   8.8548584e-05
 2382   2.8899496e-07   8.8480613e-05
 2383   2.1859857e-07   8.8404638e-05
 2384   1.4940073e-07   8.8317754e-05
 2385   8.6002184e-08   8.8218544e-05
 2386   2.3885978e-08   8.8109026e-05
 2387  -3.6779759e-08   8.7986795e-05
 2388  -9.1237377e-08   8.7850834e-05
 2389  -1.4414637e-07   8.7703060e-05
 2390  -1.9535114e-07   8.7540486e-05
 2391  -2.4006322e-07   8.7361824e-05
 2392  -2.8354318e-07   8.7167766e-05
 2393  -3.2595793e-07   8.6956678e-05
 2394  -3.6225535e-07   8.6727291e-05
 2395  -3.9840632e-07   8.6479352e-05
 2396  -4.3360078e-07   8.6221485e-05
 2397  -4.6762369e-07   8.5945826e-05
 2398  -4.9933043e-07   8.5642313e-05
 2399  -5.2828205e-07   8.5322548e-05
 2400  -5.5570119e-07   8.5004314e-05
 2401   1.8444792e-06   8.5877466e-05
 2402   1.8268147e-06   8.6182366e-05
 2403   1.8100421e-06   8.6452246e-05
 2404   1.7930070e-06   8.6707946e-05
 2405   1.7743022e-06   8.6967951e-05
 2406   1.7537996e-06   8.7191287e-05
 2407   1.7324157e-06   8.7397777e-05
 2408   1.7084454e-06   8.7607810e-05
 2409   1.6815116e-06   8.7780986e-05
 2410   1.6525221e-06   8.7937777e-05
 2411   1.6199237e-06   8.8098884e-05
 2412   1.5833005e-06   8.8225044e-05
 2413   1.5439645e-06   8.8337166e-05
 2414   1.5007191e-06   8.8455692e-05
 2415   1.4535286e-06   8.8541803e-05
 2416   1.4038452e-06   8.8615738e-05
 2417   1.3505141e-06   8.8696837e-05
 2418   1.2935472e-06   8.8747564e-05
 2419   1.2345244e-06   8.8787966e-05
 2420   1.1726157e-06   8.8837502e-05
 2421   1.1077264e-06   8.8864098e-05
 2422   1.0417274e-06   8.8884292e-05
 2423   9.7412762e-07   8.8891714e-05
 2424   9.0477903e-07   8.8891238e-05
 2425   8.3599712e-07   8.8886428e-05
 2426   7.6738303e-07   8.8865802e-05
 2427   6.9821550e-07   8.8854872e-05
 2428   6.2940610e-07   8.8816912e-05
 2429   5.6251621e-07   8.8770243e-05
 2430   4.9652010e-07   8.8733355e-05
 2431   4.3219083e-07   8.8668823e-05
 2432   3.7094401e-07   8.8594896e-05
 2433   3.1166150e-07   8.8530167e-05
 2434   2.5525988e-07   8.8436056e-05
 2435   2.0286078e-07   8.8330608e-05
 2436   1.5307625e-07   8.8232725e-05
 2437   1.0659477e-07   8.8103193e-05
 2438   6.4544080e-08   8.7960740e-05
 2439   2.5387831e-08   8.7824703e-05
 2440  -1.0178024e-08   8.7654407e-05
 2441  -4.1246117e-08   8.7468797e-05
 2442  -6.9767017e-08   8.7287059e-05
 2443  -9.5482109e-08   8.7068253e-05
 2444  -1.1766438e-07   8.6832333e-05
 2445  -1.3827657e-07   8.6599537e-05
 2446  -1.5776799e-07   8.6334188e-05
 2447  -1.7526307e-07   8.6053890e-05
 2448  -1.9221906e-07   8.5751700e-05
